Exist	Tweet 	existence.confidence
0	Twenty Years of Advocacy, Not Journalism, on Global Warming: By RICH NOYES For more than two decades, the so-calle... http://bit.ly/dkG9aY	0.3465
0	didn't realize arkansas let climate change denying fair taxers run in dem primary. #ardebate	0.6788
1	Weight Watchers(R) Meets Global Warming? Low Carbon Food Calculator from Bon Appetit Management Company: http://www.Ea - http://bit.ly/Dmk6w	0.6306
1	RT @yidwithlid: British Lawyer Wants to Throw Global Warming Doubters in Jail! For Eco-Cide?!?!  http://is.gd/brNEx #tlot #tcot #nobama #taxandtrade #fox	0.478
0	Combating climate change: lessons from the world's indigenous peoples http://lat.ms/cMlc6F	0.6802
1	Checking out "Global Warming to Blame for Icelandic Volcanic Eruption" on Freedom Pub: http://ning.it/9DEGrP #iceland #tcot #tlot #climate	0.668
1	Ice-covered volcanoes may answer climate change questions: Eruptions from mountains such as Iceland's Eyjafjallajo... http://lat.ms/dy3IFL	1
0	Cooling Attitudes on the Environment and Global Warming ' The ...: AEI recently released a study on public attitud... http://bit.ly/9hgmb5	1
0	Bolivia climate summit ends with important declaration: The World People's Conference of Climate Change and the Ri... http://bit.ly/9NIXaQ	0.6481
0	ABC Offers Serious Look at Global Warming Skeptics, But Downplays ClimateGate http://bit.ly/diZh5r	0.6699
1	Global warming ballot initiative: Teamsters and cities weigh in: The California Teamsters, one of the state's most... http://bit.ly/amSvwC	0.676
0	Global warming ballot initiative: Teamsters and cities weigh in: The California Teamsters, one of the state's most... http://bit.ly/aMYbOS	0.6449
1	UN Seeks to Avoid New Failure on Climate Change: By Redaction AHORA / redaccion@ahora.cu / Tuesday, 13 April 2010 ... http://bit.ly/9R9QtH	0.477
0	Global warming ballot initiative: Teamsters and cities weigh in: The California Teamsters, one of the state's most... http://bit.ly/aMYbOS	0.6346
0	News Corp aims to go carbon neutral by the end of the year, while Fox News claims climate change is a hoax http://huff.to/9OraM4	1
1	News Corp Aims To Go Carbon Neutral While Fox News Promotes Climate Change As... http://huff.to/dvvVs8	0.6786
1	#FF @Revkin for all he does to report on #climate change, the #environment, #solar and #renewable #energy. #eco #cleantech #green	1
0	Theologian: 'Climate Change Is the Totalitarian's Dream Come True' @CNSNews_com http://ow.ly/1CiFw	1
1	We've got to use another phrase instead of climate change. Those words are damaged goods. I like environmentally respectful behavior.	0.6638
1	Just posted The Supply Side Effects of Climate Change on Tourism http://bit.ly/b5cajw #b2p	1
0	The Obama-Schwarzenegger Jig (Updating Climate Change Economics) http://bit.ly/cjeUUY	0.6483
1	FARK.com: (5223187) Unforseen consequence of global warming number ...: Satirical views on interesting, bizarre an... http://bit.ly/btjzqh	0.691
0	Climate of Change' ' More Hope, Less Blame  http://bit.ly/4Bvajw	0.6967
1	ANU Climate Change Institute ' Lecture: Solar Energy http://bit.ly/ay4gS7	0.6392
0	Some Republicans Say Open to US Climate Change Bill http://is.gd/brDLF Alexander, Graham, Brown #tcot #teaparty #gop	1
0	Climate of Change, a new documentary...: "One of those never-before-seen films is famed British documentarian Bria... http://bit.ly/c0vbqr	0.5736
0	Global warming? Some folks just don't buy it: By Hillary Gavan Some were going to plant some flowers or trees, whi... http://bit.ly/9lHkeM	0.6759
0	Jim Manzi Is A "Global Warming Zealot"?!: Yes, Jim Manzi, one of the most effective, data-driven critics of cap an... http://bit.ly/d9Q9vk	0.5059
0	The global warming hoax? Houston expert talks climate alarmist pollution http://bit.ly/ciGQNH	0.655
1	Free "Best of Bonnaroo" download album for climate change at www.musicforaction.org. (via @HeadCountOrg and @NRDC_AF)	0.6539
0	Energy Update: Voters Take Global Warming A Bit Less Seriously http://conservativeactionalerts.com/blog_post/show/343 http://bit.ly/9i8WAf	0.6926
0	RT @MarkLevinShow: marklevinshow: I had to Smack Down a Global Warming Zealot on Earth Day http://bit.ly/dgMT5T htt... http://ow.ly/1790mP	0.7023
1	Amazing Video: New images of the sun help scientists understand climate change. Watch here: http://bit.ly/ckxHA1	0.6916
1	Bolivia global warming summit: a lifeline for 'Mother Earth ...: Bolivia seeks to combat global warming after worl... http://bit.ly/aYkzJU	1
1	Bode Miller, Julia Mancuso and others call on Senate to pass climate change legislation http://bit.ly/9MwIY5	0.5387
0	RT @TakePart Celebrate Earth Day with a5-minute action:Takea climate change quiz from @clintontweet,have$2donated Haiti http://bit.ly/ddoAWS	0.6432
1	Change the system not the climate! #earthday from organic consumers assoc	0.6786
1	Well, the truth is, Brian, we can't solve global warming because I fucking changed light bulbs in my house.' -Barack Obama	0.6856
0	Celebrate Earth Day with a 5-minute action: Take a climate change quiz from @clintontweet, have $2 donated Haiti http://bit.ly/ddoAWS	0.6316
1	Thoughts on Global Warming | Global Warming: What is Global Warming?Global Warming refers to a rise in the average... http://bit.ly/d2LxRG	0.6859
1	Twenty Years of Advocacy, Not Journalism, on Global Warming: For more than two decades, the so-called mainstream m... http://bit.ly/9lbTKX	0.3515
0	RT @boliviaun: The Guardian: "Hollywood stars join politicians at Bolivia's 'cool' global warming summit" http://is.gd/brtPY #cochabamba	0.661
0	Gawker: Maybe NASA Isn't Completely Worthless [Global Warming]: NASA's... http://bit.ly/cFCnj3	1
1	Tom Naughton ' Homework Help On Global Warming: With Earth Day coming up tomorrow, millions of American schoolchil... http://bit.ly/9CziZD	0.6324
0	Comedians joked, "we don't know if global warming is man-made, but we know global warming data is man-made. http://bit.ly/aPcVKw	1
0	RT @Marsh626: Excellent article from a fellow former liberal on global warming cultism: http://bit.ly/aUTpjR #tcot	0.7171
0	Join Carol Browner, Assist to Pres for Energy & Climate Change, Earth Day Live Chat  tomorrow at 12:00PM EDT http://bit.ly/9e6RNr #p2	0.6502
1	2010 BIO Intl. Convention to Highlight Climate Change, Global Hunger & Public Perception of Agricultural Biotech http://bizwire.pr/wSzll	0.6463
1	@nryan Nope, it was global warming.	1
1	Evo Morales Opens Climate Change Conference in Tiquipaya - http://awarela.org/?p=10335	0.6537
1	Recommended: The Encyclopedia of Weather and Climate Change: A Complete Visual Guide: The Encyclopedia of Weather ... http://bit.ly/cijT6A	0.6848
1	#California's River Delta Needs Back Up Before Disaster Hits (Video) :  http://bit.ly/brZK8J #Climate change	1
1	RT @GOODfeed: Inconvenient Youth Is the New One-stop Shop for Teens Fighting Climate Change http://ow.ly/178eWD	1
1	Inconvenient Youth Is the New One-stop Shop for Teens Fighting Climate Change http://ow.ly/178eWD	1
0	Global warming: Examiner exclusive interview with Richard Tol: IPCC was 'captured': Richard Tol writes of the IPCC... http://bit.ly/culDi6	0.6576
0	"How to fabricate climate change evidence" - http://bit.ly/cdttyk (via @arkiebrian)	1
0	Lakes that warm up due to climate change give off large amounts of CO2, says Dutch PhD researcher Sarian Kosten http://bit.ly/d6BvkT ^AB	0.6657
1	Valero Gas wants to kill AB 32, CA's global warming law. Join @CredoAction & @CourageCampaign to stop them: http://BoycottValero.com Pls RT	0.6936
1	Global warming may trigger more volcanoes: I never thought global warming or climate change could ever trigger vol... http://bit.ly/cDufe8	0.4568
0	The global warming/climate change folks should switch their message to fighting pollution. http://bit.ly/bYTSEM	1
0	Prostitutes who care about climate change? Find out how far they're willing to go to prove a point http://bit.ly/bMhe8c	0.6889
0	#brazzil DataFolha shows 90% of Brazilians think global warming is real. 5% don't. About 50% in US don't believe man is responsible.	1
1	effects of global warming ' How To Make Major Oil Companies Reduce ...: How To Make Major Oil Companies Reduce The... http://bit.ly/aXTo8v	0.7136
0	Global warming and how a natural disaster would affect their lives were two other issues for children. http://bit.ly/97EwlZ	0.6702
1	2010 Leadership Summit to Highlight Role of Biotechnology Innovation in Reducing Climate Change Emissions http://bizwire.pr/70qE2 #BIO	1
0	Attractive Nuisance Can federal courts help tackle global warming? http://bit.ly/daFAJq	0.4786
1	Inconvenient youth tackle climate change: http://bit.ly/bNCkWv	0.6984
0	Does global warming cause volcanoes to erupt?: Iceland's Eyjafjallajokull has everyone discussing what causes volc... http://bit.ly/9JHuXW	0.6615
0	Watch Pocahontas Star Interviewed at Climate Change Conference in Bolivia http://bit.ly/bkaByk via @addthis #cochabamba @cmpcc	0.6444
0	Global warming? Well, not exactly. As if we could tell anyway: OCRegister (blog) What a hoot when global warming a... http://bit.ly/9PKvc3	0.6371
1	Addressing Climate Change: Winning the War on Sustainability http://ow.ly/1ANGq	1
1	My good economist view of Global warming is confusing my class b/c no one thinks profit when talking about Global warming	1
1	Global Warming, Ethanol, DDT and Environmentalism's Dark Side: By Carrie Lukas Environmentalists claim the moral h... http://bit.ly/bcmrYl	0.354
0	SOUTH ASIA: Water Shortage Calls for Second Look at Indus Treaty: ISLAMABAD, Apr 13 (IPS) - Climate change and the... http://bit.ly/d4fyYI	0.6582
0	Iceland volcano caused by global warming? http://planetgreen.discovery.com/videos/planet-100-climate-induced-volcanoes-4-19.html	0.6644
0	Climate change losers as bad betters or dumb buyers? : http://wp.me/px5Au-zS	0.7296
1	Climate Change and the Desert USGS workshop in Las Vegas today http://bit.ly/diUTzH	0.6671
1	http://theclimatedesk.org/ launches, backed by Wired, Atlantic, Mother Jones, Slate, CIR, NPR, to report climate change impacts, responses	0.6463
1	http://theclimatedesk.org/ launches, backed by Wired, Atlantic, Mother Jones, Slate, CIR, NPR, to report climate change impacts, responses	0.6424
1	@Qorianka Many thanks to you Sister,for your partcipation in the World Peoples Summit for Climate Change. #Indigenous #EarthRights #Global	0.6631
1	Climate change: http://tinyurl.com/rockclimbpolarbear -- he's a cutie; evolution is already starting..slowly. #polarbears	0.6476
1	New Global Warming Alarmism from LA Times: 'The World is Running Short on Air ...: We have now reached the apex of... http://bit.ly/chaIBp	0.6826
0	ROTHBARD & RUCKER: Global warming's weak links - Washington Times: Delegates from around the world gathered in Bon... http://bit.ly/dbAVvy	0.6857
1	One thing is climate change and other different is global warming caused by CO2 increase in the atmosphere. http://bit.ly/aXgVNi	0.6973
1	Big Ups to the ppls at the World People's Conference On Climate Change in Bolivia  #EarthWeek #EarthDay	0.6547
0	I liked a YouTube video -- Feel-Good Fantasies of Fighting Global Warming http://youtu.be/l4f57whozrY?a	0.6982
0	Skeptic's Corner: Voters Take Global Warming A Bit Less Seriously: FROM-Rasmussen Report Monday, April 19, 2010. V... http://bit.ly/bqm77F	1
0	BRKG NEWS: UN Climate Change panel gets F from scientists, announces it will rehabilitate itself by suing Iceland over volcanic eruption.	1
1	No, the Record-Setting April Heatwave April Doesn't Prove Global Warming. But . . .  http://viigo.im/3dpg	0.463
1	A global warming myth turned to ashes: From Reuters: 'OSLO ' A thaw of ice caps in coming decades caused by climat... http://bit.ly/bpZmMb	0.6918
1	New Global Warming Alarmism from LA Times: 'The World is Running Short on Air Pollution' http://bit.ly/bnCM5P	1
1	#Environment #Climate change The Political and Economic Effects of Earthquakes : TreeHugger http://bit.ly/9hCcZH	0.6995
1	@DarylT well, you can see how it would contribute to global warming.	1
1	TIMES THEY ARE A CHANGIN': Bill McKibben has been talking about global warming since before it was cool. http://bit.ly/9cUJqk	1
1	How Have Hominids Adapted to Past Climate Change? http://bit.ly/bp2bw4	1
1	Great site for breaking news on climate change, the environment and other aspects of Earth's natural history: http://bit.ly/4owu72	1
0	RT @Ceeb2: #nowplaying  Al Gore sending up smoke signals via Volcano re Global Warming #tcot Fox News Glenn Beck #algore PBS NBC MSNBC CNN Jimmy Carter	0.663
0	#nowplaying  Al Gore sending up smoke signals via Volcano re Global Warming #tcot Fox News Glenn Beck #algore PBS NBC MSNBC CNN Jimmy Carter	0.6885
0	Knee-Jerk No Fly Ban Discredits Global Warming Alarmists: Prison Planet.com With European governments coming under... http://bit.ly/b06uz9	0.646
1	Bolivian UN Ambassador Pablo Solon on the World Peoples' Summit on Climate Change and Rights of Mother Earth. - http://awarela.org/?p=10239	0.6485
1	Earth's missing heat a concern - and could eventually reappear as another sign of climate change  http://shar.es/mv7Rj	1
0	Comedians joked, 'We don't know if global warming is man-made, but we know global warming data is man-made. http://bit.ly/bVQAmO	1
1	Bolivia Climate Summit, April 19-22: US Slaps Bolivia and Ecuador slicing millions of dollars in climate change fu... http://bit.ly/d2uz1o	0.6408
0	Bolivia To Hold Alternative 'People's Conference' On Climate Change: LA PAZ (AFP) -- The alternative "people's co... http://huff.to/dmIKLp	1
0	McEwan takes on global warming|\Solar\ (Nan A. Talese/Doubleday, 287 pages, $26.95), by Ian McEwan. .. http://oohja.com/xaAqA	0.7053
0	Climate Change Fraud - Global warming: Balancing quotes: There are some who are saying that because the Oxburgh in... http://bit.ly/bfHwbw	1
1	New post: Illuminating the Science: Art and Climate Change http://bit.ly/bRZTHT	0.6381
0	Democrat Party supports Prostitution, Abortion, Pot, Homosexuality, NAMBLA and Global Warming ACORN ECIU #tcot @Glenn Beck Fox News #Dncc	1
0	Climate change, green energy talks on tap at Earth Day events http://bit.ly/dgX7bn	0.6966
1	Climate change, green energy talks on tap at Earth Day events: The Farmington Community Library is embracing the t... http://bit.ly/cl5DmK	1
